Date,Timestamp,Open,High,Low,Close,Volume
20190401,00:00:00,0.86189,0.86265,0.86184,0.86241,3077.00998818874
20190401,01:00:00,0.86241,0.86261,0.86173,0.86205,2986.59000337124
20190401,02:00:00,0.86203,0.86211,0.8616,0.86183,2642.96999442577
20190401,03:00:00,0.86182,0.86206,0.86154,0.86165,2153.82000029087
20190401,04:00:00,0.86166,0.86182,0.86121,0.86121,2232.91999554634
20190401,05:00:00,0.8612,0.86132,0.86013,0.86065,4898.90998768806
20190401,06:00:00,0.86065,0.86068,0.85875,0.85938,9918.70999574661
20190401,07:00:00,0.85938,0.86039,0.85925,0.86022,13223.9999574423
20190401,08:00:00,0.86021,0.86053,0.85894,0.85901,14718.5299926996
20190401,09:00:00,0.85905,0.85963,0.85767,0.85794,12318.1699812412
20190401,10:00:00,0.85794,0.85848,0.85687,0.85698,11780.4499957561
20190401,11:00:00,0.857,0.85751,0.85607,0.85632,14176.8200019225
20190401,12:00:00,0.85633,0.8574,0.85604,0.85656,12544.3999862671
20190401,13:00:00,0.85657,0.8575,0.85623,0.85669,12721.8499535322
20190401,14:00:00,0.8567,0.85728,0.85331,0.85386,18996.2899359465
20190401,15:00:00,0.85388,0.85503,0.85283,0.85288,11807.9199357033
20190401,16:00:00,0.85287,0.85426,0.85246,0.85414,6931.21997272968
20190401,17:00:00,0.85414,0.85414,0.85325,0.85351,4908.23997402191
20190401,18:00:00,0.85351,0.85435,0.85326,0.85416,5254.63996958733
20190401,19:00:00,0.85416,0.85496,0.85383,0.85457,4612.59997570515
20190401,20:00:00,0.85456,0.85576,0.85444,0.85562,3068.83999878168
20190401,21:00:00,0.8557,0.85971,0.85562,0.85801,4917.64999343455
20190401,22:00:00,0.85802,0.85814,0.85643,0.85672,3452.80998716503
20190401,23:00:00,0.85673,0.85749,0.85671,0.85743,1523.63999032974
20190402,00:00:00,0.85742,0.85798,0.85722,0.85726,2089.23999214172
20190402,01:00:00,0.85726,0.85779,0.85701,0.85764,3204.89998817444
20190402,02:00:00,0.85765,0.8577,0.85699,0.85711,2155.14999234676
20190402,03:00:00,0.85711,0.85731,0.85685,0.85699,3373.05999588966
20190402,04:00:00,0.85699,0.85728,0.85684,0.85728,3031.80000090599
20190402,05:00:00,0.85729,0.85753,0.85657,0.85751,3492.38999247551
20190402,06:00:00,0.85751,0.85904,0.85746,0.85807,9702.75999486446
20190402,07:00:00,0.85807,0.8594,0.85798,0.85814,14784.3599843979
20190402,08:00:00,0.85814,0.85897,0.85706,0.85854,14472.3099663258
20190402,09:00:00,0.85854,0.85883,0.8568,0.8586,10739.2499829531
20190402,10:00:00,0.85859,0.85896,0.85724,0.85756,6990.19998395443
20190402,11:00:00,0.85757,0.86074,0.85752,0.86056,10466.1099740267
20190402,12:00:00,0.86056,0.86077,0.85959,0.85981,13152.70997262
20190402,13:00:00,0.85981,0.85997,0.85803,0.85822,16706.5499657393
20190402,14:00:00,0.85822,0.85919,0.85725,0.85874,18465.8199728727
20190402,15:00:00,0.85874,0.8589,0.858,0.85824,12582.2099838257
20190402,16:00:00,0.85823,0.85886,0.85575,0.85621,9185.79998803139
20190402,17:00:00,0.85621,0.85656,0.85309,0.85381,14411.8599544764
20190402,18:00:00,0.85381,0.85411,0.85302,0.85383,5174.3499802351
20190402,19:00:00,0.85383,0.85395,0.85297,0.85302,3675.38999056816
20190402,20:00:00,0.85302,0.85319,0.85186,0.85281,3067.10999655724
20190402,21:00:00,0.85277,0.85332,0.8523,0.85309,2289.23999358714
20190402,22:00:00,0.85312,0.85344,0.85236,0.8534,1100.96999993175
20190402,23:00:00,0.85341,0.85356,0.853,0.85345,1324.65999507904
20190403,00:00:00,0.85344,0.85449,0.85309,0.85417,4233.2099827528
20190403,01:00:00,0.85417,0.85473,0.85398,0.85437,3887.98999094963
20190403,02:00:00,0.85438,0.85443,0.85363,0.85384,2983.45000123978
20190403,03:00:00,0.85383,0.8542,0.85379,0.85411,1835.18999350071
20190403,04:00:00,0.8541,0.85456,0.85384,0.8539,2125.37999999523
20190403,05:00:00,0.85389,0.85448,0.85377,0.85418,2341.09999346733
20190403,06:00:00,0.85419,0.85433,0.85124,0.8514,9296.81997621059
20190403,07:00:00,0.8514,0.85243,0.85026,0.85206,17090.2899385691
20190403,08:00:00,0.85206,0.8546,0.85165,0.85352,13712.3199589252
20190403,09:00:00,0.8535,0.85426,0.85286,0.85324,9116.64996540546
20190403,10:00:00,0.85324,0.85397,0.85304,0.85359,6625.27996718884
20190403,11:00:00,0.85358,0.85497,0.85343,0.8541,8261.91996610165
20190403,12:00:00,0.85413,0.85416,0.8525,0.85309,11625.4199495316
20190403,13:00:00,0.85309,0.8558,0.85298,0.85528,12316.9599649906
20190403,14:00:00,0.85538,0.85553,0.85314,0.85335,15867.0099529028
20190403,15:00:00,0.85331,0.85495,0.85248,0.85273,11477.7899755239
20190403,16:00:00,0.85273,0.85478,0.85273,0.85377,9422.78998231888
20190403,17:00:00,0.85377,0.85501,0.85337,0.8548,5848.17997169495
20190403,18:00:00,0.85481,0.85546,0.8537,0.85426,5463.67997646332
20190403,19:00:00,0.85427,0.85447,0.85351,0.85357,3771.00998675823
20190403,20:00:00,0.8536,0.85415,0.8532,0.85323,2089.42999559641
20190403,21:00:00,0.8532,0.85413,0.85285,0.85388,2033.25000065565
20190403,22:00:00,0.85395,0.85407,0.85278,0.85319,1810.25000078231
20190403,23:00:00,0.85319,0.85369,0.85295,0.85336,1572.89999377728
20190404,00:00:00,0.85335,0.85337,0.85307,0.85327,1581.14999949932
20190404,01:00:00,0.85325,0.85362,0.85321,0.85326,2035.59999489784
20190404,02:00:00,0.85327,0.85339,0.85282,0.8529,2253.5899926424
20190404,03:00:00,0.85289,0.8535,0.85283,0.85346,2239.77000069618
20190404,04:00:00,0.85347,0.85356,0.85334,0.85352,3438.93998527527
20190404,05:00:00,0.85352,0.85352,0.85285,0.85316,2235.83000028133
20190404,06:00:00,0.8531,0.85316,0.85198,0.85212,8240.62996089458
20190404,07:00:00,0.85212,0.85314,0.85179,0.85233,12061.4299577475
20190404,08:00:00,0.85233,0.85372,0.85218,0.85323,11022.4199552536
20190404,09:00:00,0.85322,0.85453,0.85305,0.85328,12834.0399268866
20190404,10:00:00,0.85328,0.85413,0.85284,0.85395,12539.5299432278
20190404,11:00:00,0.85395,0.85482,0.85387,0.85454,11603.339944005
20190404,12:00:00,0.85455,0.85472,0.85371,0.85446,12903.9199205637
20190404,13:00:00,0.85445,0.85583,0.85434,0.85512,15060.369954586
20190404,14:00:00,0.85514,0.85752,0.85473,0.85729,14336.7899192572
20190404,15:00:00,0.85731,0.85874,0.85719,0.85805,12265.8999438286
20190404,16:00:00,0.85806,0.85859,0.85697,0.85754,7732.50997364521
20190404,17:00:00,0.85754,0.85861,0.85744,0.85832,5173.21998405457
20190404,18:00:00,0.85832,0.85929,0.85831,0.85893,4149.97999227047
20190404,19:00:00,0.85893,0.85893,0.85763,0.8579,6035.89998650551
20190404,20:00:00,0.8579,0.85851,0.85777,0.8578,2266.84999394417
20190404,21:00:00,0.85772,0.85846,0.85745,0.8584,2120.43000138551
20190404,22:00:00,0.8584,0.85855,0.8581,0.85838,1247.47999681532
20190404,23:00:00,0.85836,0.85863,0.85827,0.85836,1594.60999906063
20190405,00:00:00,0.85837,0.85863,0.85781,0.85804,2758.17999517918
20190405,01:00:00,0.85803,0.85836,0.85789,0.85823,1311.25999808311
20190405,02:00:00,0.85821,0.85844,0.858,0.85809,1330.20000195503
20190405,03:00:00,0.85809,0.85809,0.85732,0.85737,1673.32000219822
20190405,04:00:00,0.85738,0.85758,0.8569,0.85726,2257.19000256062
20190405,05:00:00,0.85726,0.85746,0.85564,0.85622,4655.83998167515
20190405,06:00:00,0.85623,0.85802,0.85599,0.85787,7571.5199804306
20190405,07:00:00,0.85788,0.8579,0.85645,0.85744,9633.92996537685
20190405,08:00:00,0.85745,0.85844,0.85712,0.85842,10909.9899631739
20190405,09:00:00,0.85842,0.85883,0.85797,0.85833,9186.56995022297
20190405,10:00:00,0.85833,0.85946,0.85805,0.85928,6948.93996870518
