Date,Timestamp,Open,High,Low,Close,Volume
20190401,00:00:00,1.12231,1.12282,1.12211,1.12282,8689.87997734547
20190401,01:00:00,1.12281,1.12295,1.12251,1.12259,9572.85999369621
20190401,02:00:00,1.12262,1.12329,1.12243,1.12316,9259.75000298023
20190401,03:00:00,1.12317,1.12339,1.12302,1.12319,7461.14998972416
20190401,04:00:00,1.12321,1.12351,1.12314,1.1234,5753.11000227928
20190401,05:00:00,1.1234,1.12418,1.12338,1.12389,9019.45000803471
20190401,06:00:00,1.12388,1.12392,1.12321,1.12338,20460.7500047684
20190401,07:00:00,1.12338,1.1243,1.12274,1.12388,28882.9799968004
20190401,08:00:00,1.12388,1.12498,1.12342,1.12461,30208.6699658632
20190401,09:00:00,1.12464,1.12486,1.12362,1.12376,26100.4199905396
20190401,10:00:00,1.12375,1.12382,1.12306,1.12312,23394.6199637651
20190401,11:00:00,1.12313,1.12384,1.1227,1.12292,24936.9099978209
20190401,12:00:00,1.12293,1.12481,1.12293,1.12347,27115.0999754667
20190401,13:00:00,1.12348,1.12452,1.12303,1.12355,25873.9199882746
20190401,14:00:00,1.1235,1.1235,1.12117,1.12202,37631.7099576741
20190401,15:00:00,1.12205,1.12237,1.12085,1.12094,28107.2399706841
20190401,16:00:00,1.12094,1.12114,1.12041,1.12063,22650.4399849176
20190401,17:00:00,1.12062,1.12097,1.12039,1.12081,16341.5099701881
20190401,18:00:00,1.12081,1.12126,1.12061,1.12123,16924.0099703074
20190401,19:00:00,1.12122,1.12127,1.12086,1.12101,16883.7799556255
20190401,20:00:00,1.12101,1.12141,1.12085,1.12122,6158.7599811852
20190401,21:00:00,1.1212,1.12125,1.11984,1.12021,3253.14999294281
20190401,22:00:00,1.12022,1.12064,1.1202,1.12061,4672.32000143081
20190401,23:00:00,1.12062,1.12077,1.12046,1.12049,4861.89999687672
20190402,00:00:00,1.12049,1.12086,1.12045,1.12056,8148.8799803257
20190402,01:00:00,1.12056,1.12058,1.11971,1.12034,8217.4799913168
20190402,02:00:00,1.12033,1.12054,1.12011,1.12026,6247.13998889923
20190402,03:00:00,1.12026,1.12051,1.11992,1.12025,11223.9999966621
20190402,04:00:00,1.12026,1.12026,1.11959,1.12022,10870.2299814224
20190402,05:00:00,1.12024,1.12114,1.1201,1.12077,10946.7099699974
20190402,06:00:00,1.12076,1.12078,1.1199,1.12008,21378.8499925882
20190402,07:00:00,1.12007,1.12036,1.11902,1.11994,31614.2400032282
20190402,08:00:00,1.11994,1.12048,1.11934,1.11979,28806.6099869609
20190402,09:00:00,1.11979,1.12058,1.11972,1.12037,24235.3800083399
20190402,10:00:00,1.12037,1.12058,1.11989,1.12002,23836.0999973938
20190402,11:00:00,1.12002,1.12054,1.11971,1.12012,24755.2100205421
20190402,12:00:00,1.12013,1.1212,1.11983,1.12057,30754.4900074005
20190402,13:00:00,1.12056,1.12077,1.11979,1.12013,31447.3499672264
20190402,14:00:00,1.12013,1.12059,1.11852,1.11912,33642.5600231662
20190402,15:00:00,1.11913,1.11931,1.11836,1.11864,29855.0899933577
20190402,16:00:00,1.11862,1.1198,1.11855,1.1197,24414.9899847507
20190402,17:00:00,1.11969,1.1216,1.11928,1.11941,30435.0599491596
20190402,18:00:00,1.11942,1.11981,1.11919,1.11978,17525.8399991989
20190402,19:00:00,1.11978,1.12022,1.1194,1.1201,12540.1299663782
20190402,20:00:00,1.1201,1.12053,1.11988,1.1204,6905.12999761105
20190402,21:00:00,1.12043,1.1206,1.12,1.12024,3355.7699989453
20190402,22:00:00,1.12023,1.12048,1.12016,1.12042,3403.42999558151
20190402,23:00:00,1.12042,1.12052,1.12026,1.12032,3137.49998056889
20190403,00:00:00,1.12032,1.12171,1.12019,1.12163,12153.5799815655
20190403,01:00:00,1.12162,1.12264,1.12126,1.12239,13529.3899815083
20190403,02:00:00,1.1224,1.12255,1.122,1.12205,8910.23999118805
20190403,03:00:00,1.12206,1.12231,1.12193,1.12216,6323.8100066185
20190403,04:00:00,1.12216,1.12263,1.12208,1.12227,7247.14001274109
20190403,05:00:00,1.12228,1.12263,1.1221,1.12254,9558.44000387192
20190403,06:00:00,1.12254,1.12286,1.12173,1.12232,25955.0600192398
20190403,07:00:00,1.12232,1.12426,1.12151,1.12373,34002.8099797964
20190403,08:00:00,1.12371,1.12449,1.12321,1.12434,31663.9499537945
20190403,09:00:00,1.12433,1.12547,1.12387,1.12479,26604.9599548578
20190403,10:00:00,1.12478,1.12492,1.12431,1.12431,15798.6599652767
20190403,11:00:00,1.12432,1.12504,1.12421,1.12462,22639.5699743032
20190403,12:00:00,1.12461,1.125,1.12339,1.12345,35264.0599617958
20190403,13:00:00,1.12344,1.12369,1.12275,1.12327,37869.9399683625
20190403,14:00:00,1.12328,1.12429,1.1225,1.12296,44917.3399713039
20190403,15:00:00,1.12296,1.12428,1.12283,1.12417,37583.3799797297
20190403,16:00:00,1.12416,1.12491,1.12389,1.12443,22570.3799663782
20190403,17:00:00,1.12442,1.12482,1.12414,1.12458,18528.8899862766
20190403,18:00:00,1.12458,1.12467,1.12383,1.1239,17152.7499930859
20190403,19:00:00,1.1239,1.12415,1.12375,1.12383,14971.4899754077
20190403,20:00:00,1.12383,1.12383,1.12319,1.1232,6348.43997873366
20190403,21:00:00,1.12321,1.12379,1.1232,1.12365,4315.24000678211
